Year,Week,State,BA_NSA,HBA_NSA,WBA_NSA,CBA_NSA,YY_BA_NSA,YY_HBA_NSA,YY_WBA_NSA,YY_CBA_NSA
2013,43,IA,340,150,70,50,9.68,15.38,0.0,0.0
2013,44,IA,290,120,60,40,-3.33,0.0,-14.29,0.0
2013,45,IA,340,150,80,40,9.68,7.14,14.29,-20.0
2013,46,IA,280,120,60,40,0.0,-7.69,-14.29,0.0
2013,47,IA,310,130,60,50,3.33,0.0,-14.29,0.0
2013,48,IA,230,100,50,40,-8.0,-16.67,-16.67,0.0
2013,49,IA,270,120,70,40,-3.57,33.33,40.0,33.33
2013,50,IA,300,150,100,60,15.38,66.67,100.0,50.0
2013,51,IA,350,200,110,80,45.83,81.82,83.33,100.0
2013,52,IA,250,140,70,50,-60.94,-54.84,-58.82,-54.55
2014,1,IA,110,60,40,20,-54.17,-53.85,-42.86,-60.0
2014,2,IA,460,240,140,80,12.2,14.29,27.27,-11.11
2014,3,IA,430,210,110,60,-4.44,-12.5,10.0,-33.33
2014,4,IA,310,150,80,50,-18.42,-6.25,14.29,0.0
2014,5,IA,430,200,110,50,16.22,17.65,22.22,0.0
2014,6,IA,410,190,90,50,5.13,0.0,0.0,0.0
2014,7,IA,350,170,90,40,-10.26,0.0,12.5,-20.0
2014,8,IA,370,180,80,60,8.82,20.0,14.29,20.0
2014,9,IA,390,180,90,60,8.33,28.57,28.57,0.0
2014,10,IA,390,170,90,60,5.41,13.33,28.57,50.0
2014,11,IA,360,150,70,40,2.86,-11.76,-22.22,-20.0
2014,12,IA,380,170,80,60,-2.56,0.0,0.0,0.0
2014,13,IA,360,160,70,60,-14.29,-11.11,-30.0,0.0
2014,14,IA,400,160,90,50,8.11,0.0,0.0,0.0
2014,15,IA,360,140,70,50,0.0,-6.67,-22.22,25.0
2014,16,IA,330,120,70,30,-15.38,-20.0,-12.5,-50.0
2014,17,IA,350,160,80,50,0.0,0.0,-11.11,0.0
2014,18,IA,420,180,100,50,5.0,0.0,11.11,0.0
2014,19,IA,360,140,70,50,0.0,-6.67,0.0,0.0
2014,20,IA,370,130,80,40,12.12,-13.33,0.0,-20.0
2014,21,IA,370,150,80,50,32.14,36.36,60.0,25.0
2014,22,IA,280,100,50,40,0.0,-23.08,-28.57,0.0
2014,23,IA,350,130,70,40,-2.78,-7.14,-12.5,-20.0
2014,24,IA,370,150,90,50,76.19,66.67,80.0,25.0
2014,25,IA,310,120,60,50,-3.12,-20.0,-25.0,25.0
2014,26,IA,330,120,60,50,0.0,-25.0,-40.0,0.0
2014,27,IA,320,120,60,50,45.45,9.09,-14.29,66.67
2014,28,IA,270,100,50,30,-25.0,-41.18,-50.0,-50.0
2014,29,IA,340,120,60,30,6.25,-20.0,-25.0,-40.0
2014,30,IA,290,110,60,40,-9.38,-21.43,-14.29,0.0
2014,31,IA,320,140,60,30,0.0,-6.67,-25.0,-40.0
2014,32,IA,340,120,60,50,-2.86,-14.29,-14.29,0.0
2014,33,IA,360,140,60,50,16.13,16.67,-14.29,0.0
2014,34,IA,290,110,70,40,-3.33,0.0,16.67,0.0
2014,35,IA,280,110,60,40,-15.15,-15.38,-14.29,0.0
2014,36,IA,250,110,60,30,0.0,0.0,20.0,-25.0
2014,37,IA,310,120,60,40,-6.06,-7.69,0.0,-20.0
2014,38,IA,310,120,50,30,3.33,0.0,-16.67,0.0
2014,39,IA,310,130,70,50,10.71,18.18,16.67,25.0
2014,40,IA,310,110,70,40,-20.51,-31.25,-22.22,-20.0
2014,41,IA,300,120,60,40,25.0,20.0,20.0,33.33
2014,42,IA,280,120,60,40,16.67,0.0,-14.29,0.0
2014,43,IA,300,120,70,40,-11.76,-20.0,0.0,-20.0
2014,44,IA,330,130,70,40,13.79,8.33,16.67,0.0
2014,45,IA,330,140,60,50,-2.94,-6.67,-25.0,25.0
2014,46,IA,270,110,50,40,-3.57,-8.33,-16.67,0.0
2014,47,IA,290,120,60,40,-6.45,-7.69,0.0,-20.0
2014,48,IA,220,90,50,30,-4.35,-10.0,0.0,-25.0
2014,49,IA,280,130,60,40,3.7,8.33,-14.29,0.0
2014,50,IA,320,130,70,40,6.67,-13.33,-30.0,-33.33
2014,51,IA,330,150,70,60,-5.71,-25.0,-36.36,-25.0
2014,52,IA,230,110,60,40,-8.0,-21.43,-14.29,-20.0
2014,53,IA,100,50,30,20,,,,
2015,1,IA,480,240,130,80,336.36,300.0,225.0,300.0
2015,2,IA,340,170,80,50,-26.09,-29.17,-42.86,-37.5
2015,3,IA,470,220,100,50,9.3,4.76,-9.09,-16.67
2015,4,IA,420,190,90,50,35.48,26.67,12.5,0.0
2015,5,IA,350,150,70,40,-18.6,-25.0,-36.36,-20.0
2015,6,IA,370,160,70,60,-9.76,-15.79,-22.22,20.0
2015,7,IA,390,180,90,50,11.43,5.88,0.0,25.0
2015,8,IA,380,150,80,50,2.7,-16.67,0.0,-16.67
2015,9,IA,400,150,70,50,2.56,-16.67,-22.22,-16.67
2015,10,IA,370,150,60,50,-5.13,-11.76,-33.33,-16.67
2015,11,IA,350,130,60,60,-2.78,-13.33,-14.29,50.0
2015,12,IA,390,170,90,60,2.63,0.0,12.5,0.0
2015,13,IA,400,150,80,50,11.11,-6.25,14.29,-16.67
2015,14,IA,380,160,80,50,-5.0,0.0,-11.11,0.0
2015,15,IA,350,130,60,40,-2.78,-7.14,-14.29,-20.0
2015,16,IA,400,170,90,50,21.21,41.67,28.57,66.67
2015,17,IA,390,160,70,50,11.43,0.0,-12.5,0.0
2015,18,IA,330,140,80,50,-21.43,-22.22,-20.0,0.0
2015,19,IA,400,170,80,60,11.11,21.43,14.29,20.0
2015,20,IA,390,180,90,60,5.41,38.46,12.5,50.0
2015,21,IA,310,130,70,30,-16.22,-13.33,-12.5,-40.0
2015,22,IA,410,160,80,50,46.43,60.0,60.0,25.0
2015,23,IA,340,160,70,50,-2.86,23.08,0.0,25.0
2015,24,IA,330,130,60,60,-10.81,-13.33,-33.33,20.0
2015,25,IA,320,160,90,50,3.23,33.33,50.0,0.0
2015,26,IA,320,140,60,50,-3.03,16.67,0.0,0.0
2015,27,IA,270,120,60,50,-15.62,0.0,0.0,0.0
2015,28,IA,330,120,60,40,22.22,20.0,20.0,33.33
2015,29,IA,310,130,60,50,-8.82,8.33,0.0,66.67
2015,30,IA,310,120,60,40,6.9,9.09,0.0,0.0
2015,31,IA,350,130,70,40,9.38,-7.14,16.67,33.33
2015,32,IA,340,150,60,50,0.0,25.0,0.0,0.0
2015,33,IA,330,130,60,40,-8.33,-7.14,0.0,-20.0
2015,34,IA,380,140,70,50,31.03,27.27,0.0,25.0
2015,35,IA,330,140,70,50,17.86,27.27,16.67,25.0
2015,36,IA,250,100,50,40,0.0,-9.09,-16.67,33.33
2015,37,IA,320,130,50,50,3.23,8.33,-16.67,25.0
2015,38,IA,330,140,60,50,6.45,16.67,20.0,66.67
2015,39,IA,310,120,60,40,0.0,-7.69,-14.29,-20.0
2015,40,IA,290,110,70,40,-6.45,0.0,0.0,0.0
2015,41,IA,330,130,70,40,10.0,8.33,16.67,0.0
2015,42,IA,370,150,80,50,32.14,25.0,33.33,25.0
2015,43,IA,370,140,80,50,23.33,16.67,14.29,25.0
2015,44,IA,330,140,60,50,0.0,7.69,-14.29,25.0
2015,45,IA,320,140,80,40,-3.03,0.0,33.33,-20.0
2015,46,IA,300,140,60,40,11.11,27.27,20.0,0.0
2015,47,IA,250,110,50,40,-13.79,-8.33,-16.67,0.0
2015,48,IA,310,150,70,50,40.91,66.67,40.0,66.67
2015,49,IA,370,160,70,70,32.14,23.08,16.67,75.0
2015,50,IA,310,140,70,40,-3.12,7.69,0.0,0.0
2015,51,IA,290,130,60,50,-12.12,-13.33,-14.29,-16.67
2015,52,IA,120,70,40,30,-47.83,-36.36,-33.33,-25.0
2016,1,IA,550,280,130,80,14.58,16.67,0.0,0.0
2016,2,IA,340,170,80,50,0.0,0.0,0.0,0.0
2016,3,IA,460,200,100,60,-2.13,-9.09,0.0,20.0
2016,4,IA,430,200,80,50,2.38,5.26,-11.11,0.0
2016,5,IA,340,140,60,40,-2.86,-6.67,-14.29,0.0
2016,6,IA,460,190,100,60,24.32,18.75,42.86,0.0
2016,7,IA,390,170,80,50,0.0,-5.56,-11.11,0.0
2016,8,IA,370,140,70,40,-2.63,-6.67,-12.5,-20.0
2016,9,IA,430,170,90,60,7.5,13.33,28.57,20.0
2016,10,IA,400,160,80,70,8.11,6.67,33.33,40.0
2016,11,IA,400,170,80,50,14.29,30.77,33.33,-16.67
2016,12,IA,450,160,90,50,15.38,-5.88,0.0,-16.67
2016,13,IA,380,150,70,50,-5.0,0.0,-12.5,0.0
2016,14,IA,390,130,60,40,2.63,-18.75,-25.0,-20.0
2016,15,IA,420,160,70,50,20.0,23.08,16.67,25.0
2016,16,IA,410,150,80,50,2.5,-11.76,-11.11,0.0
2016,17,IA,460,150,80,50,17.95,-6.25,14.29,0.0
2016,18,IA,410,150,70,50,24.24,7.14,-12.5,0.0
2016,19,IA,450,170,90,60,12.5,0.0,12.5,0.0
2016,20,IA,390,140,80,50,0.0,-22.22,-11.11,-16.67
2016,21,IA,420,160,70,40,35.48,23.08,0.0,33.33
2016,22,IA,300,140,70,50,-26.83,-12.5,-12.5,0.0
2016,23,IA,370,140,70,40,8.82,-12.5,0.0,-20.0
2016,24,IA,340,140,60,50,3.03,7.69,0.0,-16.67
2016,25,IA,320,120,70,30,0.0,-25.0,-22.22,-40.0
2016,26,IA,230,100,40,40,-28.12,-28.57,-33.33,-20.0
2016,27,IA,360,160,80,40,33.33,33.33,33.33,-20.0
2016,28,IA,360,140,70,50,9.09,16.67,16.67,25.0
2016,29,IA,330,140,70,40,6.45,7.69,16.67,-20.0
2016,30,IA,340,140,70,50,9.68,16.67,16.67,25.0
2016,31,IA,340,130,70,40,-2.86,0.0,0.0,0.0
2016,32,IA,320,130,60,40,-5.88,-13.33,0.0,-20.0
2016,33,IA,340,120,60,40,3.03,-7.69,0.0,0.0
2016,34,IA,330,130,70,40,-13.16,-7.14,0.0,-20.0
2016,35,IA,370,130,60,40,12.12,-7.14,-14.29,-20.0
2016,36,IA,310,120,60,40,24.0,20.0,20.0,0.0
2016,37,IA,340,150,70,50,6.25,15.38,40.0,0.0
2016,38,IA,350,140,70,50,6.06,0.0,16.67,0.0
2016,39,IA,370,140,70,50,19.35,16.67,16.67,25.0
2016,40,IA,330,130,60,50,13.79,18.18,-14.29,25.0
2016,41,IA,320,120,60,30,-3.03,-7.69,-14.29,-25.0
2016,42,IA,370,170,80,50,0.0,13.33,0.0,0.0
2016,43,IA,340,140,70,50,-8.11,0.0,-12.5,0.0
2016,44,IA,320,130,60,40,-3.03,-7.14,0.0,-20.0
2016,45,IA,320,120,50,40,0.0,-14.29,-37.5,0.0
2016,46,IA,340,130,60,40,13.33,-7.14,0.0,0.0
2016,47,IA,250,100,50,30,0.0,-9.09,0.0,-25.0
2016,48,IA,360,150,60,50,16.13,0.0,-14.29,0.0
2016,49,IA,390,170,90,50,5.41,6.25,28.57,-28.57
2016,50,IA,380,150,80,50,22.58,7.14,14.29,25.0
2016,51,IA,400,180,100,60,37.93,38.46,66.67,20.0
2016,52,IA,130,60,40,20,8.33,-14.29,0.0,-33.33
2017,1,IA,410,210,100,70,-25.45,-25.0,-23.08,-12.5
2017,2,IA,390,170,80,40,14.71,0.0,0.0,-20.0
2017,3,IA,350,150,70,40,-23.91,-25.0,-30.0,-33.33
2017,4,IA,420,180,80,50,-2.33,-10.0,0.0,0.0
2017,5,IA,450,180,90,50,32.35,28.57,50.0,25.0
2017,6,IA,420,150,50,40,-8.7,-21.05,-50.0,-33.33
2017,7,IA,460,170,90,50,17.95,0.0,12.5,0.0
2017,8,IA,470,170,80,60,27.03,21.43,14.29,50.0
2017,9,IA,490,180,80,50,13.95,5.88,-11.11,-16.67
2017,10,IA,460,150,60,50,15.0,-6.25,-25.0,-28.57
2017,11,IA,470,160,80,50,17.5,-5.88,0.0,0.0
2017,12,IA,440,140,60,40,-2.22,-12.5,-33.33,-20.0
2017,13,IA,520,190,80,40,36.84,26.67,14.29,-20.0
2017,14,IA,450,170,80,50,15.38,30.77,33.33,25.0
2017,15,IA,450,160,80,60,7.14,0.0,14.29,20.0
2017,16,IA,500,190,80,90,21.95,26.67,0.0,80.0
2017,17,IA,480,180,80,60,4.35,20.0,0.0,20.0
2017,18,IA,520,180,80,60,26.83,20.0,14.29,20.0
2017,19,IA,470,170,80,60,4.44,0.0,-11.11,0.0
2017,20,IA,430,150,70,60,10.26,7.14,-12.5,20.0
2017,21,IA,420,150,80,50,0.0,-6.25,14.29,25.0
2017,22,IA,370,120,60,40,23.33,-14.29,-14.29,-20.0
2017,23,IA,450,150,80,40,21.62,7.14,14.29,0.0
2017,24,IA,420,130,70,40,23.53,-7.14,16.67,-20.0
2017,25,IA,420,160,80,50,31.25,33.33,14.29,66.67
2017,26,IA,400,150,80,60,73.91,50.0,100.0,50.0
2017,27,IA,310,100,50,30,-13.89,-37.5,-37.5,-25.0
2017,28,IA,390,120,60,40,8.33,-14.29,-14.29,-20.0
2017,29,IA,390,140,60,30,18.18,0.0,-14.29,-25.0
2017,30,IA,410,130,70,40,20.59,-7.14,0.0,-20.0
2017,31,IA,380,130,70,30,11.76,0.0,0.0,-25.0
2017,32,IA,370,110,60,30,15.62,-15.38,0.0,-25.0
2017,33,IA,390,150,80,50,14.71,25.0,33.33,25.0
2017,34,IA,380,130,70,40,15.15,0.0,0.0,0.0
2017,35,IA,420,140,70,50,13.51,7.69,16.67,25.0
2017,36,IA,300,100,60,40,-3.23,-16.67,0.0,0.0
2017,37,IA,410,130,60,60,20.59,-13.33,-14.29,20.0
2017,38,IA,460,160,60,60,31.43,14.29,-14.29,20.0
2017,39,IA,440,150,70,30,18.92,7.14,0.0,-40.0
2017,40,IA,400,130,60,40,21.21,0.0,0.0,-20.0
2017,41,IA,410,110,60,30,28.12,-8.33,0.0,0.0
2017,42,IA,440,160,70,40,18.92,-5.88,-12.5,-20.0
2017,43,IA,450,160,80,40,32.35,14.29,14.29,-20.0
2017,44,IA,450,180,100,60,40.62,38.46,66.67,50.0
2017,45,IA,420,150,70,40,31.25,25.0,40.0,0.0
2017,46,IA,390,160,100,50,14.71,23.08,66.67,25.0
2017,47,IA,300,130,70,30,20.0,30.0,40.0,0.0
2017,48,IA,370,140,70,40,2.78,-6.67,16.67,-20.0
2017,49,IA,460,190,110,70,17.95,11.76,22.22,40.0
2017,50,IA,490,170,90,60,28.95,13.33,12.5,20.0
2017,51,IA,450,170,90,60,12.5,-5.56,-10.0,0.0
2017,52,IA,80,30,20,20,-38.46,-50.0,-50.0,0.0
2018,1,IA,570,250,120,80,39.02,19.05,20.0,14.29
2018,2,IA,470,190,110,50,20.51,11.76,37.5,25.0
2018,3,IA,470,150,70,40,34.29,0.0,0.0,0.0
2018,4,IA,570,200,90,60,35.71,11.11,12.5,20.0
2018,5,IA,610,250,100,70,35.56,38.89,11.11,40.0
2018,6,IA,570,190,100,50,35.71,26.67,100.0,25.0
2018,7,IA,500,180,90,50,8.7,5.88,0.0,0.0
2018,8,IA,470,170,80,40,0.0,0.0,0.0,-33.33
2018,9,IA,540,210,110,70,10.2,16.67,37.5,40.0
2018,10,IA,540,180,90,50,17.39,20.0,50.0,0.0
2018,11,IA,540,200,90,60,14.89,25.0,12.5,20.0
2018,12,IA,520,170,90,40,18.18,21.43,50.0,0.0
2018,13,IA,530,170,90,40,1.92,-10.53,12.5,0.0
2018,14,IA,480,160,80,50,6.67,-5.88,0.0,0.0
2018,15,IA,530,170,80,50,17.78,6.25,0.0,-16.67
2018,16,IA,440,150,70,40,-12.0,-21.05,-12.5,-55.56
2018,17,IA,550,180,90,50,14.58,0.0,12.5,-16.67
2018,18,IA,470,170,90,50,-9.62,-5.56,12.5,-16.67
2018,19,IA,470,150,80,40,0.0,-11.76,0.0,-33.33
2018,20,IA,480,160,90,50,11.63,6.67,28.57,-16.67
2018,21,IA,430,150,80,40,2.38,0.0,0.0,-20.0
2018,22,IA,390,140,70,50,5.41,16.67,16.67,25.0
2018,23,IA,470,140,70,40,4.44,-6.67,-12.5,0.0
2018,24,IA,460,140,70,40,9.52,7.69,0.0,0.0
2018,25,IA,530,200,110,60,26.19,25.0,37.5,20.0
2018,26,IA,470,140,60,40,17.5,-6.67,-25.0,-33.33
2018,27,IA,380,140,80,50,22.58,40.0,60.0,66.67
2018,28,IA,460,130,70,30,17.95,8.33,16.67,-25.0
2018,29,IA,480,150,70,50,23.08,7.14,16.67,66.67
2018,30,IA,450,150,90,50,9.76,15.38,28.57,25.0
2018,31,IA,440,150,70,40,15.79,15.38,0.0,33.33
2018,32,IA,420,130,70,40,13.51,18.18,16.67,33.33
2018,33,IA,430,140,70,50,10.26,-6.67,-12.5,0.0
2018,34,IA,440,140,70,50,15.79,7.69,0.0,25.0
2018,35,IA,470,140,80,40,11.9,0.0,14.29,-20.0
2018,36,IA,380,110,40,40,26.67,10.0,-33.33,0.0
2018,37,IA,380,130,70,40,-7.32,0.0,16.67,-33.33
2018,38,IA,400,130,60,30,-13.04,-18.75,0.0,-50.0
2018,39,IA,380,140,60,40,-13.64,-6.67,-14.29,33.33
2018,40,IA,350,130,60,40,-12.5,0.0,0.0,0.0
2018,41,IA,380,130,60,30,-7.32,18.18,0.0,0.0
2018,42,IA,390,150,80,40,-11.36,-6.25,14.29,0.0
2018,43,IA,420,120,60,40,-6.67,-25.0,-25.0,0.0
2018,44,IA,390,120,60,30,-13.33,-33.33,-40.0,-50.0
2018,45,IA,370,130,60,40,-11.9,-13.33,-14.29,0.0
2018,46,IA,380,120,60,40,-2.56,-25.0,-40.0,-20.0
2018,47,IA,330,110,60,30,10.0,-15.38,-14.29,0.0
2018,48,IA,440,170,90,50,18.92,21.43,28.57,25.0
2018,49,IA,400,140,70,40,-13.04,-26.32,-36.36,-42.86
2018,50,IA,480,180,90,50,-2.04,5.88,0.0,-16.67
2018,51,IA,480,160,80,50,6.67,-5.88,-11.11,-16.67
2018,52,IA,220,80,50,20,175.0,166.67,150.0,0.0
2019,1,IA,360,150,70,40,-36.84,-40.0,-41.67,-50.0
2019,2,IA,550,190,80,40,17.02,0.0,-27.27,-20.0
2019,3,IA,470,160,70,40,0.0,6.67,0.0,0.0
2019,4,IA,450,150,70,40,-21.05,-25.0,-22.22,-33.33
2019,5,IA,470,160,70,50,-22.95,-36.0,-30.0,-28.57
2019,6,IA,510,170,70,50,-10.53,-10.53,-30.0,0.0
2019,7,IA,460,160,70,40,-8.0,-11.11,-22.22,-20.0
2019,8,IA,440,160,90,30,-6.38,-5.88,12.5,-25.0
2019,9,IA,490,150,70,30,-9.26,-28.57,-36.36,-57.14
2019,10,IA,520,180,80,40,-3.7,0.0,-11.11,-20.0
2019,11,IA,530,180,80,40,-1.85,-10.0,-11.11,-33.33
2019,12,IA,480,160,70,50,-7.69,-5.88,-22.22,25.0
2019,13,IA,500,150,90,40,-5.66,-11.76,0.0,0.0
2019,14,IA,510,150,60,40,6.25,-6.25,-25.0,-20.0
2019,15,IA,420,140,70,40,-20.75,-17.65,-12.5,-20.0
2019,16,IA,460,160,60,50,4.55,6.67,-14.29,25.0
2019,17,IA,470,170,80,50,-14.55,-5.56,-11.11,0.0
2019,18,IA,480,180,80,40,2.13,5.88,-11.11,-20.0
2019,19,IA,430,140,70,40,-8.51,-6.67,-12.5,0.0
2019,20,IA,420,140,70,40,-12.5,-12.5,-22.22,-20.0
2019,21,IA,440,150,80,40,2.33,0.0,0.0,0.0
2019,22,IA,390,140,60,30,0.0,0.0,-14.29,-40.0
2019,23,IA,380,130,70,40,-19.15,-7.14,0.0,0.0
2019,24,IA,410,160,90,50,-10.87,14.29,28.57,25.0
2019,25,IA,380,140,60,40,-28.3,-30.0,-45.45,-33.33
2019,26,IA,410,140,70,40,-12.77,0.0,16.67,0.0
2019,27,IA,290,120,50,30,-23.68,-14.29,-37.5,-40.0
2019,28,IA,390,130,70,40,-15.22,0.0,0.0,33.33
2019,29,IA,400,150,70,40,-16.67,0.0,0.0,-20.0
2019,30,IA,360,140,80,20,-20.0,-6.67,-11.11,-60.0
2019,31,IA,370,110,60,30,-15.91,-26.67,-14.29,-25.0
2019,32,IA,390,130,70,40,-7.14,0.0,0.0,0.0
2019,33,IA,380,130,70,30,-11.63,-7.14,0.0,-40.0
2019,34,IA,410,150,60,40,-6.82,7.14,-14.29,-20.0
2019,35,IA,370,100,40,30,-21.28,-28.57,-50.0,-25.0
2019,36,IA,350,120,60,30,-7.89,9.09,50.0,-25.0
2019,37,IA,380,120,50,40,0.0,-7.69,-28.57,0.0
2019,38,IA,400,130,60,40,0.0,0.0,0.0,33.33
2019,39,IA,370,130,60,40,-2.63,-7.14,0.0,0.0
2019,40,IA,400,120,60,30,14.29,-7.69,0.0,-25.0
2019,41,IA,390,140,60,40,2.63,7.69,0.0,33.33
2019,42,IA,370,120,50,50,-5.13,-20.0,-37.5,25.0
2019,43,IA,360,100,50,30,-14.29,-16.67,-16.67,-25.0
2019,44,IA,380,120,60,40,-2.56,0.0,0.0,33.33
2019,45,IA,380,160,70,50,2.7,23.08,16.67,25.0
2019,46,IA,340,140,70,50,-10.53,16.67,16.67,25.0
2019,47,IA,380,130,60,40,15.15,18.18,0.0,33.33
2019,48,IA,270,90,50,30,-38.64,-47.06,-44.44,-40.0
2019,49,IA,360,110,50,20,-10.0,-21.43,-28.57,-50.0
2019,50,IA,410,140,80,50,-14.58,-22.22,-11.11,0.0
2019,51,IA,400,140,70,40,-16.67,-12.5,-12.5,-20.0
2019,52,IA,240,100,50,40,9.09,25.0,0.0,100.0
2020,1,IA,230,100,50,30,-36.11,-33.33,-28.57,-25.0
2020,2,IA,580,220,90,60,5.45,15.79,12.5,50.0
2020,3,IA,460,180,80,50,-2.13,12.5,14.29,25.0
2020,4,IA,430,150,70,30,-4.44,0.0,0.0,-25.0
2020,5,IA,510,200,90,50,8.51,25.0,28.57,0.0
2020,6,IA,490,150,60,20,-3.92,-11.76,-14.29,-60.0
2020,7,IA,500,170,70,60,8.7,6.25,0.0,50.0
2020,8,IA,450,170,80,40,2.27,6.25,-11.11,33.33
2020,9,IA,490,180,80,40,0.0,20.0,14.29,33.33
2020,10,IA,520,180,90,50,0.0,0.0,12.5,25.0
2020,11,IA,470,170,90,40,-11.32,-5.56,12.5,0.0
2020,12,IA,370,130,60,30,-22.92,-18.75,-14.29,-40.0
2020,13,IA,320,110,50,20,-36.0,-26.67,-44.44,-50.0
2020,14,IA,350,110,40,30,-31.37,-26.67,-33.33,-25.0
2020,15,IA,360,120,60,40,-14.29,-14.29,-14.29,0.0
2020,16,IA,420,120,50,30,-8.7,-25.0,-16.67,-40.0
2020,17,IA,400,140,70,40,-14.89,-17.65,-12.5,-20.0
2020,18,IA,350,120,60,30,-27.08,-33.33,-25.0,-25.0
2020,19,IA,400,120,60,30,-6.98,-14.29,-14.29,-25.0
2020,20,IA,420,140,70,40,0.0,0.0,0.0,0.0
2020,21,IA,370,120,60,30,-15.91,-20.0,-25.0,-25.0
2006,1,ID,260,150,110,80,,,,
2006,2,ID,290,190,140,100,,,,
2006,3,ID,420,270,200,130,,,,
2006,4,ID,370,220,150,90,,,,
2006,5,ID,410,250,190,100,,,,
2006,6,ID,390,240,170,120,,,,
2006,7,ID,390,240,170,100,,,,
2006,8,ID,350,200,140,90,,,,
2006,9,ID,350,210,150,100,,,,
2006,10,ID,410,240,180,100,,,,
2006,11,ID,440,260,190,120,,,,
2006,12,ID,470,290,190,150,,,,
2006,13,ID,410,240,180,120,,,,
2006,14,ID,440,250,170,120,,,,
2006,15,ID,370,220,170,90,,,,
2006,16,ID,390,220,150,100,,,,
2006,17,ID,360,210,150,80,,,,
2006,18,ID,370,220,160,110,,,,
2006,19,ID,390,230,160,110,,,,
2006,20,ID,400,230,170,110,,,,
2006,21,ID,350,210,150,110,,,,
2006,22,ID,360,210,130,100,,,,
2006,23,ID,310,170,120,80,,,,
2006,24,ID,360,210,140,90,,,,
2006,25,ID,370,230,170,100,,,,
2006,26,ID,320,200,140,90,,,,
2006,27,ID,330,180,130,70,,,,
2006,28,ID,240,150,110,70,,,,
2006,29,ID,310,200,140,90,,,,
2006,30,ID,290,160,130,70,,,,
2006,31,ID,300,180,130,70,,,,
2006,32,ID,310,180,130,70,,,,
2006,33,ID,340,200,150,100,,,,
2006,34,ID,330,180,120,70,,,,
2006,35,ID,340,190,130,80,,,,
2006,36,ID,300,170,120,60,,,,
2006,37,ID,220,130,80,60,,,,
2006,38,ID,300,170,110,70,,,,
2006,39,ID,300,150,100,70,,,,
2006,40,ID,320,180,130,80,,,,
2006,41,ID,280,170,110,80,,,,
2006,42,ID,210,120,80,50,,,,
2006,43,ID,300,170,110,70,,,,
2006,44,ID,260,160,110,80,,,,
2006,45,ID,240,130,100,50,,,,
2006,46,ID,230,130,100,60,,,,
2006,47,ID,280,160,120,80,,,,
2006,48,ID,200,110,80,50,,,,
2006,49,ID,300,180,140,80,,,,
2006,50,ID,240,140,90,70,,,,
2006,51,ID,310,200,140,100,,,,
2006,52,ID,400,220,160,90,,,,
2007,1,ID,270,180,120,70,3.85,20.0,9.09,-12.5
2007,2,ID,140,90,60,50,-51.72,-52.63,-57.14,-50.0
2007,3,ID,430,280,200,140,2.38,3.7,0.0,7.69
2007,4,ID,350,210,170,100,-5.41,-4.55,13.33,11.11
2007,5,ID,410,240,170,120,0.0,-4.0,-10.53,20.0
2007,6,ID,410,250,170,100,5.13,4.17,0.0,-16.67
2007,7,ID,360,200,130,70,-7.69,-16.67,-23.53,-30.0
2007,8,ID,360,200,140,100,2.86,0.0,0.0,11.11
2007,9,ID,290,160,120,50,-17.14,-23.81,-20.0,-50.0
2007,10,ID,400,240,170,100,-2.44,0.0,-5.56,0.0
2007,11,ID,470,280,210,120,6.82,7.69,10.53,0.0
2007,12,ID,400,240,170,110,-14.89,-17.24,-10.53,-26.67
2007,13,ID,400,230,170,100,-2.44,-4.17,-5.56,-16.67
2007,14,ID,410,220,160,100,-6.82,-12.0,-5.88,-16.67
2007,15,ID,410,230,160,90,10.81,4.55,-5.88,0.0
2007,16,ID,340,200,140,80,-12.82,-9.09,-6.67,-20.0
2007,17,ID,340,180,120,60,-5.56,-14.29,-20.0,-25.0
2007,18,ID,360,210,150,70,-2.7,-4.55,-6.25,-36.36
2007,19,ID,350,210,140,80,-10.26,-8.7,-12.5,-27.27
2007,20,ID,370,210,150,90,-7.5,-8.7,-11.76,-18.18
2007,21,ID,300,180,120,80,-14.29,-14.29,-20.0,-27.27
2007,22,ID,360,200,140,80,0.0,-4.76,7.69,-20.0
2007,23,ID,250,140,80,60,-19.35,-17.65,-33.33,-25.0
2007,24,ID,350,210,140,90,-2.78,0.0,0.0,0.0
2007,25,ID,310,190,130,80,-16.22,-17.39,-23.53,-20.0
2007,26,ID,310,180,120,60,-3.12,-10.0,-14.29,-33.33
2007,27,ID,320,180,140,70,-3.03,0.0,7.69,0.0
2007,28,ID,240,140,100,60,0.0,-6.67,-9.09,-14.29
2007,29,ID,300,180,120,80,-3.23,-10.0,-14.29,-11.11
2007,30,ID,330,170,110,80,13.79,6.25,-15.38,14.29
2007,31,ID,280,150,110,70,-6.67,-16.67,-15.38,0.0
2007,32,ID,350,230,160,100,12.9,27.78,23.08,42.86
2007,33,ID,310,180,120,80,-8.82,-10.0,-20.0,-20.0
2007,34,ID,270,170,120,70,-18.18,-5.56,0.0,0.0
2007,35,ID,300,150,110,60,-11.76,-21.05,-15.38,-25.0
2007,36,ID,290,150,100,80,-3.33,-11.76,-16.67,33.33
2007,37,ID,200,110,70,50,-9.09,-15.38,-12.5,-16.67
